avg,mapped_wreq,1-48,49-96,97-144,145-192,193-240,241-288,289-336,337-384,385-432,433-480,481-528,529-576,577-624,625-672,673-720,721-768,769-816,817-864,865-912,913-960,961-1008,1009-1056,1057-1104,1105-1152,1153-1200,1201-1248,1249-1296,1297-1344,1345-1392,1393-1440
2091,"{""mean"": 2073.0, ""bench"": ""pyaes-f06fbf30ff11cbce2e"", ""payload"": ""{\""message_length\"": 8704, \""num_iterations\"": 41}""}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
363,"{""mean"": 360.2, ""bench"": ""pyaes-3e7a93d91dfdbc3b46"", ""payload"": ""{\""message_length\"": 592, \""num_iterations\"": 101}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
778,"{""mean"": 781.0, ""bench"": ""video_processing-0db4925"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""vid_name\"": \""big_buck_bunny_240p_2mb.mp4\""}""}",0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,"{""mean"": 753.0, ""bench"": ""chameleon-445653043c4e13"", ""payload"": ""{\""nrow\"": 472, \""ncol\"": 472}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1
18783,"{""mean"": 20802.8, ""bench"": ""lr_training-76dbbdb25bea"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""dataset_object_key\"": \""reviews50mb.csv\""}""}",0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,"{""mean"": 448.1, ""bench"": ""pyaes-79c9b7a7f6f359bd30"", ""payload"": ""{\""message_length\"": 1008, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
415,"{""mean"": 410.9, ""bench"": ""pyaes-0d57b32c43cd2b90ac"", ""payload"": ""{\""message_length\"": 2752, \""num_iterations\"": 26}""}",1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
888,"{""mean"": 887.4, ""bench"": ""chameleon-428c529bf26fb3"", ""payload"": ""{\""nrow\"": 512, \""ncol\"": 512}""}",0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
314,"{""mean"": 314.3, ""bench"": ""pyaes-52e1973aeee038c41a"", ""payload"": ""{\""message_length\"": 336, \""num_iterations\"": 151}""}",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
130,"{""mean"": 130.0, ""bench"": ""pyaes-96265659271949aa9d"", ""payload"": ""{\""message_length\"": 272, \""num_iterations\"": 76}""}",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"{""mean"": 175.3, ""bench"": ""pyaes-f781b226b456e2d272"", ""payload"": ""{\""message_length\"": 28160, \""num_iterations\"": 1}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
240,"{""mean"": 238.4, ""bench"": ""pyaes-b6d21d859878b0ce37"", ""payload"": ""{\""message_length\"": 384, \""num_iterations\"": 101}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
552,"{""mean"": 546.5, ""bench"": ""pyaes-3a9a424ba7e81bf9f6"", ""payload"": ""{\""message_length\"": 352, \""num_iterations\"": 251}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,"{""mean"": 178.8, ""bench"": ""cnn_serving_geol-c606f6a"", ""payload"": ""{\""img_idx\"": 1}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1274,"{""mean"": 1281.4, ""bench"": ""chameleon-2c1f265e3aac8e"", ""payload"": ""{\""nrow\"": 616, \""ncol\"": 616}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
257,"{""mean"": 256.3, ""bench"": ""json_serdes-b4de0d2b5b15"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n7936.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1147,"{""mean"": 1150.0, ""bench"": ""chameleon-2429c9fc2fc77c"", ""payload"": ""{\""nrow\"": 584, \""ncol\"": 584}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
426,"{""mean"": 425.5, ""bench"": ""chameleon-bffe790b45b284"", ""payload"": ""{\""nrow\"": 352, \""ncol\"": 352}""}",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
4205,"{""mean"": 4175.9, ""bench"": ""chameleon-b6858e3daaf274"", ""payload"": ""{\""nrow\"": 1120, \""ncol\"": 1120}""}",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,"{""mean"": 279.3, ""bench"": ""json_serdes-bdb207856c8e"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n8704.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
731,"{""mean"": 728.7, ""bench"": ""chameleon-ef70f02f209686"", ""payload"": ""{\""nrow\"": 464, \""ncol\"": 464}""}",0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"{""mean"": 77.6, ""bench"": ""json_serdes-b9511188d251"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n2176.json\""}""}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,"{""mean"": 220.7, ""bench"": ""json_serdes-074f2a064b17"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n6784.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
271,"{""mean"": 272.9, ""bench"": ""chameleon-61ea3a2d41e6e4"", ""payload"": ""{\""nrow\"": 280, \""ncol\"": 280}""}",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
1933,"{""mean"": 1938.0, ""bench"": ""chameleon-3bf9920b79be8f"", ""payload"": ""{\""nrow\"": 760, \""ncol\"": 760}""}",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
118,"{""mean"": 117.9, ""bench"": ""json_serdes-87f4f6b4073e"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""search.json\""}""}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"{""mean"": 179.6, ""bench"": ""pyaes-1beeb39a62c8728fb1"", ""payload"": ""{\""message_length\"": 384, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,"{""mean"": 1443.3, ""bench"": ""chameleon-336b0d74e678b1"", ""payload"": ""{\""nrow\"": 656, \""ncol\"": 656}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
488,"{""mean"": 484.1, ""bench"": ""chameleon-2377c4644e5e28"", ""payload"": ""{\""nrow\"": 376, \""ncol\"": 376}""}",1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,"{""mean"": 132.3, ""bench"": ""new_lr_serving-403fc2732"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""model_object_key\"": \""lr_model_reviews100mb.pk\"", \""tfidf_vect_object_key\"": \""lr_vectorizer_reviews100mb.pk\"", \""x\"": \""The ambiance is magical. The food and service was nice! The lobster and cheese was to die for and our steaks were cooked perfectly.  \""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
335,"{""mean"": 335.8, ""bench"": ""chameleon-f0550b971b732f"", ""payload"": ""{\""nrow\"": 312, \""ncol\"": 312}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
548,"{""mean"": 543.2, ""bench"": ""chameleon-1c0f690c40298c"", ""payload"": ""{\""nrow\"": 400, \""ncol\"": 400}""}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,"{""mean"": 98.5, ""bench"": ""new_lr_serving-2bab2e8d9"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""model_object_key\"": \""lr_model_reviews50mb.pk\"", \""tfidf_vect_object_key\"": \""lr_vectorizer_reviews50mb.pk\"", \""x\"": \""My favorite cafe. I like going there on weekends, always taking a cafe and some of their pastry before visiting my parents.  \""}""}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8607,"{""mean"": 8658.3, ""bench"": ""pyaes-b5ab16c6c6f08c6022"", ""payload"": ""{\""message_length\"": 29696, \""num_iterations\"": 51}""}",0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
892,"{""mean"": 887.4, ""bench"": ""chameleon-428c529bf26fb3"", ""payload"": ""{\""nrow\"": 512, \""ncol\"": 512}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9316,"{""mean"": 9259.9, ""bench"": ""pyaes-1e3e006a6a7f830c45"", ""payload"": ""{\""message_length\"": 31744, \""num_iterations\"": 51}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
211,"{""mean"": 210.2, ""bench"": ""pyaes-89a7f312f9e04d99f9"", ""payload"": ""{\""message_length\"": 336, \""num_iterations\"": 101}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1510,"{""mean"": 1522.9, ""bench"": ""chameleon-ff8896a9f94721"", ""payload"": ""{\""nrow\"": 672, \""ncol\"": 672}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,"{""mean"": 295.3, ""bench"": ""pyaes-62e028396f54a96948"", ""payload"": ""{\""message_length\"": 480, \""num_iterations\"": 101}""}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,"{""mean"": 185.0, ""bench"": ""json_serdes-5e5e016ad2a6"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n5632.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1961,"{""mean"": 1975.3, ""bench"": ""chameleon-1102a8bda7caf5"", ""payload"": ""{\""nrow\"": 768, \""ncol\"": 768}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,"{""mean"": 208.1, ""bench"": ""json_serdes-43d9dd4d8c63"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n6400.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
231,"{""mean"": 232.9, ""bench"": ""json_serdes-93c7324ad60b"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n7168.json\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
51641,"{""mean"": 20802.8, ""bench"": ""lr_training-76dbbdb25bea"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""dataset_object_key\"": \""reviews50mb.csv\""}""}",0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,"{""mean"": 567.6, ""bench"": ""chameleon-97e55569b30520"", ""payload"": ""{\""nrow\"": 408, \""ncol\"": 408}""}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
287,"{""mean"": 289.1, ""bench"": ""chameleon-ce7798dcf451c3"", ""payload"": ""{\""nrow\"": 288, \""ncol\"": 288}""}",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
707,"{""mean"": 706.3, ""bench"": ""chameleon-33734646b79746"", ""payload"": ""{\""nrow\"": 456, \""ncol\"": 456}""}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,"{""mean"": 199.7, ""bench"": ""json_serdes-1499ec562029"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n6016.json\""}""}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192,"{""mean"": 191.7, ""bench"": ""chameleon-9ce0dddd6e471e"", ""payload"": ""{\""nrow\"": 232, \""ncol\"": 232}""}",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,"{""mean"": 573.4, ""bench"": ""pyaes-ec7a2dd75cbf6ae523"", ""payload"": ""{\""message_length\"": 3776, \""num_iterations\"": 26}""}",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17042,"{""mean"": 20802.8, ""bench"": ""lr_training-76dbbdb25bea"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""dataset_object_key\"": \""reviews50mb.csv\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1058,"{""mean"": 1055.2, ""bench"": ""chameleon-c3d5cd6f06b4a6"", ""payload"": ""{\""nrow\"": 560, \""ncol\"": 560}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
3109,"{""mean"": 3083.3, ""bench"": ""chameleon-a28242c8ad67c2"", ""payload"": ""{\""nrow\"": 960, \""ncol\"": 960}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
27094,"{""mean"": 20802.8, ""bench"": ""lr_training-76dbbdb25bea"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""dataset_object_key\"": \""reviews50mb.csv\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
407,"{""mean"": 409.5, ""bench"": ""video_processing-fd57dd8"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""vid_name\"": \""big_buck_bunny_240p_1mb.mp4\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1705,"{""mean"": 1700.4, ""bench"": ""chameleon-80ebbde5bf0a2e"", ""payload"": ""{\""nrow\"": 712, \""ncol\"": 712}""}",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,"{""mean"": 352.8, ""bench"": ""chameleon-40281ed8793d57"", ""payload"": ""{\""nrow\"": 320, \""ncol\"": 320}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
226,"{""mean"": 224.3, ""bench"": ""pyaes-9f7c2d245a81f0031e"", ""payload"": ""{\""message_length\"": 736, \""num_iterations\"": 51}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
230,"{""mean"": 230.8, ""bench"": ""chameleon-efdedc26b3cdb4"", ""payload"": ""{\""nrow\"": 256, \""ncol\"": 256}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
3004,"{""mean"": 2992.9, ""bench"": ""chameleon-a88677b92f5f89"", ""payload"": ""{\""nrow\"": 944, \""ncol\"": 944}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
318,"{""mean"": 319.4, ""bench"": ""chameleon-eeb3139bf32dc5"", ""payload"": ""{\""nrow\"": 304, \""ncol\"": 304}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,"{""mean"": 507.6, ""bench"": ""pyaes-1482b5a912ea6c69e1"", ""payload"": ""{\""message_length\"": 3392, \""num_iterations\"": 26}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
911,"{""mean"": 912.4, ""bench"": ""chameleon-9c286943da1ca8"", ""payload"": ""{\""nrow\"": 520, \""ncol\"": 520}""}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879,"{""mean"": 2880.6, ""bench"": ""chameleon-fdd32018fb2cf1"", ""payload"": ""{\""nrow\"": 928, \""ncol\"": 928}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
830,"{""mean"": 834.9, ""bench"": ""chameleon-82e5b272f663ad"", ""payload"": ""{\""nrow\"": 496, \""ncol\"": 496}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3579,"{""mean"": 3555.4, ""bench"": ""pyaes-49d91f5dffc7c33f9e"", ""payload"": ""{\""message_length\"": 8064, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1667,"{""mean"": 1674.4, ""bench"": ""chameleon-6db5cd8b43bad7"", ""payload"": ""{\""nrow\"": 704, \""ncol\"": 704}""}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6004,"{""mean"": 6038.5, ""bench"": ""chameleon-75f8898a4b39e6"", ""payload"": ""{\""nrow\"": 1344, \""ncol\"": 1344}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5565,"{""mean"": 5529.9, ""bench"": ""pyaes-01d8afe971fb440bee"", ""payload"": ""{\""message_length\"": 7552, \""num_iterations\"": 126}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
811,"{""mean"": 807.3, ""bench"": ""chameleon-e1fd5fd55a0f02"", ""payload"": ""{\""nrow\"": 488, \""ncol\"": 488}""}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,"{""mean"": 1156.7, ""bench"": ""pyaes-d476956c37f22839d5"", ""payload"": ""{\""message_length\"": 1984, \""num_iterations\"": 101}""}",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1539,"{""mean"": 1524.9, ""bench"": ""pyaes-11b6208f63de1d03d0"", ""payload"": ""{\""message_length\"": 2624, \""num_iterations\"": 101}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,"{""mean"": 1412.0, ""bench"": ""chameleon-2abeddb9945e2d"", ""payload"": ""{\""nrow\"": 648, \""ncol\"": 648}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
262,"{""mean"": 259.4, ""bench"": ""pyaes-efb69230c0a7d1f56b"", ""payload"": ""{\""message_length\"": 864, \""num_iterations\"": 51}""}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3563,"{""mean"": 3529.1, ""bench"": ""pyaes-a41272d19ab7e61429"", ""payload"": ""{\""message_length\"": 8000, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,"{""mean"": 612.0, ""bench"": ""json_serdes-a409394f3e42"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n19456.json\""}""}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,"{""mean"": 1777.8, ""bench"": ""chameleon-94beb93b43f8ff"", ""payload"": ""{\""nrow\"": 728, \""ncol\"": 728}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3740,"{""mean"": 3715.6, ""bench"": ""chameleon-0cbb899c067b0c"", ""payload"": ""{\""nrow\"": 1056, \""ncol\"": 1056}""}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,"{""mean"": 792.8, ""bench"": ""video_processing-d5f9fe9"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""vid_name\"": \""big_buck_bunny_360p_1mb.mp4\""}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
369,"{""mean"": 369.2, ""bench"": ""chameleon-a83f55f2f8b2f1"", ""payload"": ""{\""nrow\"": 328, \""ncol\"": 328}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,"{""mean"": 2043.6, ""bench"": ""pyaes-b633d50b3f24ce37a3"", ""payload"": ""{\""message_length\"": 3520, \""num_iterations\"": 101}""}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,"{""mean"": 1674.4, ""bench"": ""chameleon-6db5cd8b43bad7"", ""payload"": ""{\""nrow\"": 704, \""ncol\"": 704}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1652,"{""mean"": 1652.3, ""bench"": ""pyaes-2bed1885dae31be2a4"", ""payload"": ""{\""message_length\"": 5568, \""num_iterations\"": 51}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
611,"{""mean"": 612.0, ""bench"": ""json_serdes-a409394f3e42"", ""payload"": ""{\""minio_address\"": \""icy1.cslab.ece.ntua.gr:59000\"", \""bucket_name\"": \""snaplace-fbpml\"", \""file_name\"": \""gen02_n19456.json\""}""}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,"{""mean"": 336.0, ""bench"": ""pyaes-55065bee13ecedaf4b"", ""payload"": ""{\""message_length\"": 2240, \""num_iterations\"": 26}""}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,"{""mean"": 308.2, ""bench"": ""pyaes-5a4f7068b1c8e9c019"", ""payload"": ""{\""message_length\"": 2048, \""num_iterations\"": 26}""}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,"{""mean"": 497.2, ""bench"": ""pyaes-063f2938d19a2658c2"", ""payload"": ""{\""message_length\"": 464, \""num_iterations\"": 176}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1880,"{""mean"": 1870.3, ""bench"": ""pyaes-97231174682905c597"", ""payload"": ""{\""message_length\"": 4224, \""num_iterations\"": 76}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,"{""mean"": 437.7, ""bench"": ""pyaes-75f3beaae01eebd264"", ""payload"": ""{\""message_length\"": 576, \""num_iterations\"": 126}""}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,"{""mean"": 239.1, ""bench"": ""pyaes-52268691ad901eb88a"", ""payload"": ""{\""message_length\"": 160, \""num_iterations\"": 226}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4626,"{""mean"": 4585.6, ""bench"": ""pyaes-b3da987ad6d4465231"", ""payload"": ""{\""message_length\"": 6272, \""num_iterations\"": 126}""}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1684,"{""mean"": 1670.4, ""bench"": ""pyaes-67b016043d3206124b"", ""payload"": ""{\""message_length\"": 5632, \""num_iterations\"": 51}""}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
